-1.8000e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7962e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7923e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7885e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7847e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7808e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7770e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7732e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7693e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7655e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7617e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7578e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7540e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7502e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7463e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7425e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7387e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7348e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7310e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7272e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7233e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7195e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7157e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7118e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7080e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7042e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
-1.7003e+01     0.0000e+00  0.0000e+00 -0.0000e+00 -0.0000e+00
