-2.0000e+01     2.6891e+01  3.8799e-01 -0.0000e+00 -0.0000e+00
-1.9955e+01     2.7478e+01  4.2570e-01 -1.2213e+00 -1.8277e-02
-1.9910e+01     1.8007e+01  2.9758e-01 -2.2430e+00 -3.4524e-02
-1.9865e+01     1.7173e+00  3.0862e-02 -2.6860e+00 -4.1902e-02
-1.9820e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.9775e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.9730e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.9685e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.9640e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.9595e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.9550e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.9505e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.9460e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.9415e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.9370e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.9325e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.9280e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.9235e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.9190e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.9145e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.9100e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.9055e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.9010e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.8965e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.8920e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.8875e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.8830e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.8785e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.8740e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.8695e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.8650e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.8605e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.8560e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.8515e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.8470e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.8425e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.8380e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.8335e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
-1.8290e+01     0.0000e+00  0.0000e+00 -2.7246e+00 -4.2595e-02
